10499.730679	LOG_VERSION	2
10499.730679	TAGS	
10499.730679	COMMENT	とだ
10499.730679	TERMINAL_ID	1b4fc2792a3efa572df14f3a74f6a0ea3d363255
10499.730679	TERMINAL_TYPE	iPod touch;iPhone OS;4.3.3
10094.237345	AUDIO	start
10094.810925	ACC	8559.997494,0.089249,-0.206619,-0.958237
10094.811457	ACC	8560.007543,0.090393,-0.202606,-0.962097
10094.830265	ACC	8560.017594,0.086517,-0.199738,-0.960098
10094.832407	ACC	8560.027625,0.083588,-0.196899,-0.956131
10094.833138	ACC	8560.037685,0.079834,-0.192017,-0.957062
10094.833819	ACC	8560.047761,0.081909,-0.186066,-0.957901
10094.834467	ACC	8560.057928,0.078201,-0.181152,-0.960831
10094.839811	ACC	8560.068375,0.073486,-0.179184,-0.964813
10094.840492	ACC	8560.078052,0.053131,-0.180511,-0.967072
10094.841047	ACC	8560.090196,0.069092,-0.176987,-0.983612
10094.841579	ACC	8560.109276,0.077255,-0.177536,-1.001343
10094.842068	ACC	8560.118154,0.075195,-0.180573,-0.998444
10094.842525	ACC	8560.128289,0.072037,-0.176926,-0.984573
10094.842977	ACC	8560.138253,0.070267,-0.175888,-0.990509
10094.843433	ACC	8560.148366,0.072845,-0.178970,-0.979660
10094.843887	ACC	8560.158487,0.038864,-0.192245,-0.989273
10094.844344	ACC	8560.169150,0.066559,-0.193024,-0.971100
10094.844795	ACC	8560.179370,0.066635,-0.189087,-0.971024
10094.848391	ACC	8560.189525,0.060577,-0.199066,-0.969330
10094.849203	ACC	8560.199842,0.056198,-0.203400,-0.951675
10094.850012	ACC	8560.209924,0.054688,-0.200195,-0.967453
10094.850445	ACC	8560.220074,0.065521,-0.199890,-0.974243
10094.850906	ACC	8560.230270,0.059647,-0.201965,-0.974350
10094.851552	ACC	8560.240491,0.061508,-0.201019,-0.969360
10094.852213	ACC	8560.250781,0.058838,-0.200897,-0.980286
10094.852864	ACC	8560.260742,0.061798,-0.202759,-0.983261
10094.853321	ACC	8560.270947,0.068619,-0.189972,-0.973984
10094.853775	ACC	8560.281235,0.056564,-0.191467,-0.957367
10094.854230	ACC	8560.291352,0.053238,-0.184326,-0.975052
10094.854681	ACC	8560.301551,0.062012,-0.192886,-0.984024
10094.855132	ACC	8560.311757,0.065552,-0.182678,-1.002579
10094.855636	ACC	8560.321958,0.059250,-0.180206,-0.979858
10094.856092	ACC	8560.332006,0.035660,-0.184738,-0.970352
10094.856554	ACC	8560.342363,0.031601,-0.184952,-0.962494
10094.857005	ACC	8560.352565,0.024780,-0.181198,-0.957565
10094.857459	ACC	8560.362767,0.027832,-0.175217,-0.958389
10094.857909	ACC	8560.372979,0.036713,-0.172043,-0.962158
10094.858372	ACC	8560.383500,0.028290,-0.168091,-0.972107
10094.859013	ACC	8560.393162,0.028992,-0.170212,-0.962219
10094.859857	ACC	8560.403365,0.022522,-0.167191,-0.973129
10094.860284	ACC	8560.413528,0.034058,-0.166077,-0.968018
10094.860740	ACC	8560.423650,0.033447,-0.164841,-0.982864
10094.861195	ACC	8560.433333,0.025436,-0.171021,-0.977142
10094.861646	ACC	8560.443975,0.021194,-0.172318,-0.962372
10094.862939	ACC	8560.454157,0.019409,-0.170303,-0.966324
10094.863463	ACC	8560.464328,0.024231,-0.170242,-0.965256
10094.863922	ACC	8560.474538,0.028336,-0.166122,-0.972061
10094.864397	ACC	8560.484755,0.029083,-0.174011,-0.970230
10094.864848	ACC	8560.494869,0.029480,-0.182190,-0.951569
10094.865303	ACC	8560.507138,0.024963,-0.186905,-0.970551
10094.865755	ACC	8560.517768,0.028702,-0.182053,-0.960480
10094.866205	ACC	8560.528224,0.023468,-0.192169,-0.951859
10094.866657	ACC	8560.542748,0.032761,-0.199066,-0.941010
10094.867109	ACC	8560.551607,0.035858,-0.195984,-0.945831
10094.867561	ACC	8560.568754,0.036072,-0.201630,-0.960785
10094.868013	ACC	8560.578527,0.041641,-0.190338,-0.982254
10094.870730	ACC	8560.588669,0.054459,-0.187042,-0.988953
10094.871366	ACC	8560.600143,0.052856,-0.180023,-0.997757
10094.872268	ACC	8560.608764,0.042053,-0.178375,-0.989929
10094.872874	ACC	8560.620792,0.024628,-0.177704,-0.990143
10094.873334	ACC	8560.628811,0.024353,-0.182770,-0.982330
10094.873787	ACC	8560.638931,0.023422,-0.179840,-0.981308
10094.874239	ACC	8560.649220,0.040283,-0.172455,-0.991806
10094.874690	ACC	8560.658992,0.053772,-0.172287,-0.987671
10094.875144	ACC	8560.669011,0.054596,-0.176254,-0.984787
10094.875594	ACC	8560.678997,0.051468,-0.178421,-0.976944
10094.876045	ACC	8560.691093,0.044785,-0.171661,-0.975922
10094.922393	ACC	8560.700716,0.042969,-0.173538,-0.982910
10094.922918	ACC	8560.712789,0.055695,-0.175171,-0.989685
10094.975362	ACC	8560.720805,0.045044,-0.172455,-0.987793
10094.975880	ACC	8560.730867,0.045776,-0.172607,-0.977890
10094.976501	ACC	8560.740923,0.048340,-0.178619,-0.968079
10094.976965	ACC	8560.751007,0.047623,-0.177475,-0.977966
10094.977423	ACC	8560.766221,0.037750,-0.174881,-0.968155
10094.977882	ACC	8560.783090,0.040359,-0.183807,-0.962357
10094.988378	ACC	8560.792864,0.039444,-0.184723,-0.966354
10094.988996	ACC	8560.801252,0.043442,-0.178741,-0.966171
10094.992318	ACC	8560.811305,0.037582,-0.180817,-0.966309
10095.002711	ACC	8560.821520,0.033798,-0.184723,-0.973343
10095.020793	ACC	8560.832304,0.038483,-0.186707,-0.967392
