10526.343010	LOG_VERSION	2
10526.343010	TAGS	
10526.343010	COMMENT	Han
10526.343010	TERMINAL_ID	91680c3c80ee804adb50d7a2513eefcb51e53cc5
10526.343010	TERMINAL_TYPE	iPod touch;iPhone OS;4.3.3
10108.207104	AUDIO	start
10108.706431	ACC	8762.622993,0.002563,-0.372894,-0.860703
10108.707021	ACC	8762.632972,0.012222,-0.375580,-0.860626
10108.722456	ACC	8762.643013,0.016159,-0.371552,-0.862427
10108.727028	ACC	8762.653120,0.013214,-0.361160,-0.846786
10108.728106	ACC	8762.663144,0.015137,-0.355408,-0.837936
10108.728776	ACC	8762.673194,0.013107,-0.351791,-0.823410
10108.734330	ACC	8762.683278,0.008270,-0.348999,-0.822464
10108.734832	ACC	8762.693389,0.006302,-0.356812,-0.824570
10108.735639	ACC	8762.703416,0.008270,-0.363419,-0.835327
10108.736604	ACC	8762.713427,0.009308,-0.364197,-0.845947
10108.737085	ACC	8762.723540,0.021042,-0.358932,-0.852417
10108.737552	ACC	8762.733568,0.034607,-0.351883,-0.845337
10108.738019	ACC	8762.743564,0.039474,-0.346970,-0.840317
10108.738558	ACC	8762.753928,0.052979,-0.350677,-0.831512
10108.739103	ACC	8762.763918,0.044220,-0.351868,-0.830719
10108.739817	ACC	8762.773855,0.017044,-0.355438,-0.833099
10108.740481	ACC	8762.784094,0.007294,-0.342316,-0.815552
10108.741032	ACC	8762.793966,-0.019913,-0.327728,-0.794388
10108.741502	ACC	8762.804009,-0.023849,-0.328888,-0.788651
10108.741977	ACC	8762.814552,-0.022568,-0.312805,-0.816330
10108.742464	ACC	8762.824369,-0.050705,-0.345169,-0.848312
10108.745186	ACC	8762.834628,-0.053375,-0.344666,-0.884109
10108.751004	ACC	8762.844536,-0.057953,-0.342270,-0.918900
10108.751538	ACC	8762.854603,-0.062653,-0.329498,-0.931259
10108.752016	ACC	8762.864960,-0.038651,-0.335327,-0.896255
10108.752484	ACC	8762.874874,-0.000290,-0.357452,-0.855606
10108.752963	ACC	8762.885133,0.023926,-0.349335,-0.838669
10108.753435	ACC	8762.895007,0.004501,-0.339218,-0.830032
10108.753899	ACC	8762.905095,-0.007996,-0.331635,-0.835831
10108.754364	ACC	8762.915273,0.001770,-0.332184,-0.848267
10108.754842	ACC	8762.925215,0.003769,-0.337769,-0.859955
10108.755401	ACC	8762.935476,-0.008820,-0.349564,-0.874893
10108.756115	ACC	8762.945392,-0.018600,-0.350006,-0.861496
10108.756918	ACC	8762.956126,-0.014740,-0.348038,-0.856567
10108.757431	ACC	8762.966210,-0.017670,-0.350113,-0.854721
10108.758092	ACC	8762.976395,-0.046860,-0.373932,-0.872070
10108.758770	ACC	8762.986588,-0.026657,-0.378708,-0.847717
10108.759317	ACC	8762.996780,-0.009933,-0.351868,-0.854645
10108.759790	ACC	8763.006988,-0.002960,-0.345490,-0.875687
10108.760256	ACC	8763.017402,0.022446,-0.332001,-0.887589
10108.760733	ACC	8763.027511,0.035965,-0.328918,-0.876709
10108.761277	ACC	8763.037738,0.044601,-0.332748,-0.867004
10108.761887	ACC	8763.047795,0.029892,-0.337341,-0.847977
10108.762357	ACC	8763.058232,0.032547,-0.351257,-0.826996
10108.770572	ACC	8763.068422,0.036453,-0.354034,-0.830872
10108.771034	ACC	8763.078601,0.031647,-0.345352,-0.831711
10108.771512	ACC	8763.088820,0.029800,-0.335617,-0.833450
10108.771979	ACC	8763.098441,0.028015,-0.331482,-0.851746
10108.772447	ACC	8763.108785,0.018280,-0.332703,-0.850967
10108.772910	ACC	8763.119116,0.025955,-0.335632,-0.838348
10108.773376	ACC	8763.129640,0.031754,-0.330750,-0.830444
10108.773842	ACC	8763.139098,0.031784,-0.332596,-0.837234
10108.774308	ACC	8763.148829,0.024063,-0.335556,-0.846100
10108.774783	ACC	8763.160513,0.020264,-0.336380,-0.860657
10108.775251	ACC	8763.171070,0.013535,-0.339294,-0.871429
10108.775976	ACC	8763.182584,0.011612,-0.343170,-0.877350
10108.776996	ACC	8763.190624,0.013412,-0.359756,-0.873810
10108.777582	ACC	8763.200701,0.007462,-0.365936,-0.861465
10108.778208	ACC	8763.210701,-0.009140,-0.363724,-0.843307
10108.778682	ACC	8763.220765,-0.047714,-0.317062,-0.833206
10108.787317	ACC	8763.230814,-0.038773,-0.298141,-0.844254
10108.787889	ACC	8763.240842,-0.019379,-0.305374,-0.849945
10108.788355	ACC	8763.252721,-0.012634,-0.303406,-0.840134
10108.788832	ACC	8763.261186,-0.004898,-0.308090,-0.840134
10108.791424	ACC	8763.271598,0.000900,-0.309906,-0.840088
10108.801794	ACC	8763.281641,0.012543,-0.316330,-0.847778
10108.807245	ACC	8763.291226,0.019302,-0.323959,-0.847855
10108.820891	ACC	8763.301681,0.030365,-0.358597,-0.798187
10108.827213	ACC	8763.311353,0.042664,-0.406052,-0.799011
10108.839124	ACC	8763.323159,0.001541,-0.417465,-0.758270
10108.855274	ACC	8763.333404,-0.041687,-0.365723,-0.768433
10108.861185	ACC	8763.345308,-0.128723,-0.266937,-0.861282
10108.869937	ACC	8763.353884,-0.159790,-0.202133,-0.936707
10108.891114	ACC	8763.364166,-0.094849,-0.229614,-0.946991
10108.891617	ACC	8763.373908,-0.033691,-0.300369,-0.879028
10108.900725	ACC	8763.383706,0.028946,-0.348816,-0.862732
10108.911222	ACC	8763.395053,-0.007660,-0.150253,-1.262955
10108.920149	ACC	8763.404225,-0.077011,-0.344528,-1.109543
10108.939320	ACC	8763.417706,-0.100464,-0.423737,-0.887390
10108.943596	ACC	8763.427646,-0.076752,-0.374481,-0.762344
10108.955071	ACC	8763.439140,-0.055206,-0.341812,-0.760376
10108.969992	ACC	8763.449404,-0.070679,-0.319061,-0.743713
10108.978938	ACC	8763.461452,-0.117981,-0.306152,-0.770172
10108.985267	ACC	8763.469387,-0.155426,-0.305191,-0.826736
10109.005390	ACC	8763.480134,-0.133011,-0.319824,-0.852814
10109.005975	ACC	8763.489655,-0.069092,-0.328201,-0.840485
10109.019460	ACC	8763.499942,-0.049469,-0.328201,-0.870163
10109.026288	ACC	8763.510179,-0.041367,-0.326309,-0.915436
10109.035969	ACC	8763.519897,-0.031570,-0.327728,-0.932709
10109.052704	ACC	8763.533460,-0.056732,-0.315720,-0.929916
10109.061960	ACC	8763.543275,-0.076309,-0.321365,-0.912918
10109.071479	ACC	8763.555364,-0.080582,-0.338669,-0.872742
10109.084940	ACC	8763.566369,-0.097229,-0.340393,-0.852753
10109.098096	ACC	8763.579487,-0.105026,-0.332932,-0.843033
10109.118671	ACC	8763.597452,-0.066132,-0.329926,-0.849167
10109.122901	ACC	8763.606867,-0.052536,-0.333435,-0.852921
10109.133891	ACC	8763.617862,-0.048691,-0.325729,-0.841125
10109.143170	ACC	8763.627135,-0.037109,-0.327545,-0.832291
10109.171405	ACC	8763.638743,-0.030243,-0.327271,-0.838974
10109.171924	ACC	8763.648493,-0.040878,-0.332199,-0.851776
10109.174985	ACC	8763.658909,-0.043732,-0.335922,-0.866394
10109.191526	ACC	8763.670519,-0.055420,-0.336304,-0.860764
10109.194217	ACC	8763.678361,-0.057465,-0.330841,-0.840378
10109.205927	ACC	8763.689573,-0.052643,-0.328857,-0.833511
10109.215548	ACC	8763.699269,-0.043015,-0.330734,-0.824722
10109.226633	ACC	8763.710366,-0.033218,-0.322601,-0.829254
10109.235642	ACC	8763.719592,-0.023590,-0.333084,-0.830292
10109.247060	ACC	8763.730432,-0.014801,-0.338577,-0.838989
10109.256798	ACC	8763.740786,-0.024460,-0.338684,-0.846848
10109.266995	ACC	8763.750974,-0.044815,-0.332397,-0.845062
10109.278285	ACC	8763.762272,-0.062332,-0.330032,-0.836563
10109.287392	ACC	8763.771387,-0.058533,-0.331085,-0.826889
10109.297855	ACC	8763.781349,-0.062378,-0.332047,-0.832748
10109.307846	ACC	8763.791818,-0.057388,-0.336456,-0.854996
10109.318790	ACC	8763.802381,-0.053528,-0.336380,-0.853973
10109.328155	ACC	8763.812099,-0.051575,-0.341110,-0.857895
10109.339523	ACC	8763.823493,-0.031296,-0.341782,-0.847015
10109.352846	ACC	8763.832896,-0.034271,-0.342987,-0.837418
10109.359679	ACC	8763.843504,-0.039185,-0.342285,-0.827805
10109.361322	GYRO	8763.837826,0.081506,0.113791,-0.044064
10109.371005	ACC	8763.853620,-0.036133,-0.334229,-0.839188
10109.380322	ACC	8763.863304,-0.037079,-0.334213,-0.842102
