9470.899896	LOG_VERSION	2
9470.899896	TAGS	
9470.899896	COMMENT	磯田達也
9470.899896	TERMINAL_ID	1b4fc2792a3efa572df14f3a74f6a0ea3d363255
9470.899896	TERMINAL_TYPE	iPod touch;iPhone OS;4.3.3
8133.111988	AUDIO	start
8133.577268	ACC	7752.122341,0.989822,0.087540,0.168808
8133.577787	ACC	7752.132414,0.982880,0.077606,0.166534
8133.578312	ACC	7752.145370,0.983063,0.072876,0.154556
8133.593040	ACC	7752.162531,0.987244,0.072205,0.139755
8133.597300	ACC	7752.172540,0.998871,0.085022,0.152054
8133.598234	ACC	7752.182671,1.006729,0.099808,0.160355
8133.598749	ACC	7752.192764,1.002808,0.106522,0.168365
8133.599289	ACC	7752.202783,0.998047,0.110367,0.168381
8133.605761	ACC	7752.213357,0.993454,0.107559,0.154434
8133.606692	ACC	7752.223783,0.987579,0.095749,0.146164
8133.607858	ACC	7752.234016,0.981705,0.092697,0.146027
8133.608467	ACC	7752.244196,0.984634,0.090820,0.144058
8133.608935	ACC	7752.254418,0.987381,0.088806,0.149002
8133.609396	ACC	7752.264297,0.985336,0.091614,0.155975
8133.609855	ACC	7752.274859,0.989334,0.091766,0.151077
8133.610315	ACC	7752.285016,0.994308,0.090973,0.145172
8133.610774	ACC	7752.295208,0.995453,0.089172,0.135254
8133.611230	ACC	7752.305419,0.997375,0.082428,0.130203
8133.611689	ACC	7752.315486,0.995346,0.083267,0.135132
8133.612146	ACC	7752.325675,0.994064,0.081085,0.146957
8133.612604	ACC	7752.335898,0.990997,0.084808,0.156876
8133.613071	ACC	7752.346078,0.985077,0.095291,0.170883
8133.613599	ACC	7752.356306,0.971436,0.093048,0.172638
8133.614064	ACC	7752.366494,0.973465,0.086349,0.162628
8133.614519	ACC	7752.376752,0.978317,0.072876,0.149536
8133.614976	ACC	7752.386902,0.985077,0.063263,0.142532
8133.615746	ACC	7752.397050,0.985138,0.054581,0.131470
8133.621319	ACC	7752.407316,0.993027,0.044128,0.116501
8133.621859	ACC	7752.417519,1.003006,0.043549,0.103760
8133.622308	ACC	7752.427685,1.005249,0.041840,0.088913
8133.622809	ACC	7752.437784,0.998398,0.042648,0.092804
8133.623274	ACC	7752.447567,0.984497,0.044113,0.108459
8133.623746	ACC	7752.458325,0.981308,0.052582,0.128387
8133.624508	ACC	7752.468447,0.993088,0.067474,0.134781
8133.625074	ACC	7752.478587,1.010269,0.088684,0.123566
8133.625775	ACC	7752.488786,1.018707,0.105820,0.109192
8133.626466	ACC	7752.498853,1.019073,0.113846,0.100449
8133.627262	ACC	7752.509035,1.012054,0.110657,0.107224
8133.627694	ACC	7752.519251,0.995331,0.091995,0.143250
8133.628966	ACC	7752.529162,0.985382,0.079269,0.186401
8133.629438	ACC	7752.541833,0.974182,0.076767,0.206970
8133.629905	ACC	7752.549531,0.970413,0.081619,0.207031
8133.630378	ACC	7752.559022,0.978455,0.083908,0.196289
8133.630835	ACC	7752.569056,0.984421,0.080246,0.186401
8133.631291	ACC	7752.579115,0.988663,0.075729,0.166565
8133.631964	ACC	7752.589155,0.993637,0.066193,0.152573
8133.632442	ACC	7752.599235,0.994766,0.056625,0.136566
8133.632905	ACC	7752.609231,1.002457,0.049927,0.133560
8133.641895	ACC	7752.620305,1.000290,0.039017,0.134293
8133.642352	ACC	7752.629846,1.003220,0.040085,0.133377
8133.643023	ACC	7752.639947,1.000031,0.037872,0.144165
8133.643717	ACC	7752.650006,0.991379,0.047501,0.149200
8133.647187	ACC	7752.660044,0.982727,0.054184,0.152191
8133.657396	ACC	7752.670147,0.986969,0.068115,0.148575
8133.671917	ACC	7752.680217,0.991180,0.086868,0.151001
8133.677488	ACC	7752.690346,0.994232,0.097702,0.154236
8133.693641	ACC	7752.700577,0.990524,0.103592,0.152328
8133.698361	ACC	7752.710479,0.991669,0.101807,0.142395
8133.707751	ACC	7752.720564,0.989578,0.086136,0.135117
8133.726420	ACC	7752.731036,0.991272,0.068512,0.129852
8133.727879	ACC	7752.740769,0.991882,0.059494,0.138580
8133.739044	ACC	7752.751759,0.986649,0.049423,0.146210
8133.749203	ACC	7752.761867,0.993271,0.043610,0.148148
8133.759227	ACC	7752.772034,0.999237,0.045761,0.143326
8133.775440	ACC	7752.782782,1.004227,0.051773,0.142548
8133.778563	ACC	7752.791438,1.004349,0.056717,0.141647
8133.791411	ACC	7752.801775,1.002350,0.053726,0.141556
8133.799608	ACC	7752.812291,0.998474,0.056564,0.144547
8133.808958	ACC	7752.821819,0.984894,0.060211,0.147400
8133.823439	ACC	7752.832010,0.984009,0.065125,0.148483
8133.829125	ACC	7752.841943,0.981064,0.068909,0.153473
8133.841847	ACC	7752.852767,0.981293,0.070038,0.144577
8133.863996	ACC	7752.863547,0.984375,0.076035,0.142776
8133.865092	ACC	7752.873164,0.991577,0.084274,0.131149
8133.877956	ACC	7752.883789,1.001480,0.092346,0.129471
8133.880108	ACC	7752.892897,1.002319,0.094208,0.136444
8133.890468	ACC	7752.903167,1.007019,0.092255,0.141418
8133.904322	ACC	7752.913148,0.998749,0.077148,0.150909
8133.912280	ACC	7752.924833,0.994247,0.058182,0.160339
8133.922717	ACC	7752.933378,0.996338,0.065140,0.160522
8133.934602	ACC	7752.943945,0.988602,0.067932,0.161469
8133.941426	ACC	7752.954077,0.980942,0.069778,0.159409
8133.955712	ACC	7752.963946,0.974045,0.062805,0.158188
8133.962031	ACC	7752.974522,0.977875,0.056030,0.154160
8133.971994	ACC	7752.984653,0.988571,0.046539,0.144196
8133.982242	ACC	7752.994909,0.993317,0.030029,0.134018
8133.992409	ACC	7753.005088,0.995392,0.018524,0.117996
8134.002711	ACC	7753.015360,0.997238,0.009766,0.113892
8134.013087	ACC	7753.025832,1.000000,0.003891,0.114777
8134.024929	ACC	7753.037250,0.998886,0.007660,0.124741
8134.053709	ACC	7753.047100,0.993927,0.022995,0.142792
8134.054224	ACC	7753.056596,0.991043,0.037537,0.154938
8134.054712	ACC	7753.065885,0.984299,0.046173,0.160965
8134.065395	ACC	7753.078011,0.989548,0.060150,0.156357
8134.078685	ACC	7753.086450,0.992874,0.067322,0.143692
8134.084464	ACC	7753.096327,0.999374,0.073746,0.120148
8134.095651	ACC	7753.108283,1.001709,0.078918,0.107422
8134.104548	ACC	7753.117216,0.999664,0.079788,0.112366
8134.114765	ACC	7753.127510,0.991623,0.081390,0.126160
8134.125053	ACC	7753.137692,1.000778,0.087952,0.156082
8134.135670	ACC	7753.147501,0.997208,0.087418,0.184723
8134.145368	ACC	7753.158066,0.995987,0.088165,0.196609
8134.155656	ACC	7753.168265,0.986160,0.087906,0.201416
8134.165769	ACC	7753.178434,0.980835,0.095917,0.187653
8134.176591	ACC	7753.189005,0.986954,0.099182,0.176910
8134.187744	ACC	7753.199999,0.995468,0.116379,0.158585
8134.197332	ACC	7753.209947,0.989075,0.115570,0.141663
8134.206440	ACC	7753.219162,0.993103,0.116714,0.135788
8134.218395	ACC	7753.230107,0.996964,0.115814,0.135818
8134.226737	ACC	7753.239453,0.994293,0.098724,0.152267
8134.240996	ACC	7753.249344,0.986816,0.080627,0.166641
8134.244279	GYRO	7753.244861,0.083681,0.020386,0.040810
8134.246613	ACC	7753.259267,0.972595,0.063385,0.179962
8134.258290	ACC	7753.270842,0.970215,0.052338,0.189606
8134.259155	GYRO	7753.254221,0.097472,0.019167,0.041953
8134.260017	GYRO	7753.263735,0.097476,0.008616,0.039347
8134.269360	ACC	7753.281010,0.972107,0.047470,0.187546
8134.274625	GYRO	7753.273257,0.086000,-0.006565,0.033087
8134.275462	GYRO	7753.282771,0.068792,-0.027562,0.023138
8134.280175	ACC	7753.292814,0.980057,0.046799,0.177734
8134.289612	ACC	7753.302016,0.986694,0.053345,0.147278
8134.293642	GYRO	7753.292291,0.058479,-0.046236,0.014419
8134.294476	GYRO	7753.301805,0.057345,-0.055590,0.010648
8134.299311	ACC	7753.312025,0.997299,0.058075,0.111893
8134.311643	ACC	7753.322762,1.003403,0.054520,0.096069
8134.314208	GYRO	7753.311478,0.068785,-0.053390,0.019018
8134.315036	GYRO	7753.320992,0.092877,-0.038307,0.030022
8134.319851	ACC	7753.332526,1.006195,0.046722,0.093964
8134.331480	ACC	7753.343280,1.001984,0.036682,0.099655
8134.335413	GYRO	7753.330509,0.118174,-0.017248,0.035191
8134.336265	GYRO	7753.340023,0.140086,0.005128,0.032052
8134.340275	ACC	7753.352954,0.999771,0.028687,0.104385
8134.352572	ACC	7753.364019,0.993607,0.018600,0.111038
8134.355171	GYRO	7753.349543,0.148204,0.033410,0.029060
8134.355990	GYRO	7753.359057,0.130997,0.061697,0.028494
8134.361280	ACC	7753.373990,0.993668,0.015732,0.106033
8134.372640	ACC	7753.385242,1.002609,0.017029,0.097275
8134.374196	GYRO	7753.368581,0.085022,0.073580,0.026438
8134.375034	GYRO	7753.378095,0.022958,0.055013,0.016615
8134.381611	ACC	7753.394325,1.000046,0.019165,0.084427
8134.391158	ACC	7753.403860,1.003220,0.020386,0.073593
8134.390370	GYRO	7753.387469,-0.037913,0.020105,-0.001896
8134.392659	GYRO	7753.396983,-0.091880,0.000443,-0.017714
8134.402449	ACC	7753.414199,1.006180,0.021454,0.071686
8134.408066	GYRO	7753.406506,-0.137828,0.005342,-0.024685
8134.408916	GYRO	7753.416020,-0.174609,0.025407,-0.024200
8134.411750	ACC	7753.424448,1.001999,0.019211,0.083450
8134.422381	ACC	7753.434808,0.990555,0.011673,0.110855
8134.427542	GYRO	7753.425541,-0.201023,0.049004,-0.024850
8134.428383	GYRO	7753.435055,-0.223960,0.058570,-0.031760
8134.432335	ACC	7753.445012,0.990036,0.004486,0.127533
8134.444759	ACC	7753.456745,0.989716,0.001358,0.138351
8134.449051	GYRO	7753.444575,-0.249203,0.042313,-0.042787
8134.452712	ACC	7753.465395,1.004196,0.001556,0.141525
8134.451816	GYRO	7753.454089,-0.281373,0.015458,-0.052834
8134.466072	ACC	7753.476467,1.009308,0.006699,0.134766
8134.469853	GYRO	7753.463889,-0.315828,-0.007843,-0.063994
8134.472361	ACC	7753.485003,1.002487,0.013336,0.141739
8134.470978	GYRO	7753.473403,-0.353723,-0.029944,-0.076315
8134.485203	ACC	7753.496453,0.995605,0.022842,0.154694
8134.489076	GYRO	7753.482708,-0.398542,-0.054423,-0.086291
8134.489922	GYRO	7753.492222,-0.442193,-0.073003,-0.097336
8134.493107	ACC	7753.505788,0.989502,0.029327,0.172562
8134.503069	ACC	7753.515710,0.988419,0.048630,0.195694
8134.504526	GYRO	7753.501684,-0.476600,-0.066869,-0.109067
8134.505115	GYRO	7753.511198,-0.513255,-0.035985,-0.122655
8134.513913	ACC	7753.526550,0.990509,0.070145,0.208054
8134.523666	ACC	7753.536329,0.985611,0.087494,0.225143
8134.524673	GYRO	7753.520720,-0.569473,0.001953,-0.133678
8134.525509	GYRO	7753.530234,-0.646496,0.026812,-0.134217
8134.560381	ACC	7753.548478,0.985718,0.110870,0.241470
8134.560891	ACC	7753.566160,0.978271,0.150772,0.263962
8134.563333	ACC	7753.576183,0.982437,0.175354,0.273407
8134.563866	GYRO	7753.539757,-0.724806,0.019714,-0.123510
8134.564403	GYRO	7753.549271,-0.777863,-0.020392,-0.112351
8134.564864	GYRO	7753.558790,-0.793004,-0.071209,-0.097906
8134.565319	GYRO	7753.568304,-0.767892,-0.097463,-0.078242
8134.587299	ACC	7753.586622,0.978683,0.186996,0.278564
8134.587808	ACC	7753.596534,0.971451,0.208618,0.274948
8134.590909	GYRO	7753.577828,-0.718590,-0.092008,-0.056758
8134.591574	GYRO	7753.587342,-0.648589,-0.076037,-0.032702
8134.594545	ACC	7753.606914,0.965179,0.214706,0.258163
8134.599329	GYRO	7753.597009,-0.552132,-0.060111,-0.008691
8134.601297	GYRO	7753.606523,-0.431510,-0.050071,0.012771
8134.605625	ACC	7753.618244,0.955719,0.215714,0.247177
8134.615774	ACC	7753.627521,0.968018,0.203064,0.250031
8134.620341	GYRO	7753.615909,-0.306262,-0.056415,0.027921
8134.620886	GYRO	7753.625423,-0.184471,-0.080366,0.040322
8134.624790	ACC	7753.637430,0.974640,0.185562,0.241852
8134.636604	ACC	7753.648575,0.985886,0.151505,0.228439
8134.639682	GYRO	7753.635074,-0.061484,-0.098358,0.048079
8134.640526	GYRO	7753.644588,0.058124,-0.090383,0.051624
8134.645248	ACC	7753.657932,0.988419,0.118286,0.214920
8134.655179	ACC	7753.667593,0.994019,0.091034,0.199600
8134.656574	GYRO	7753.653968,0.162792,-0.065928,0.056733
8134.657390	GYRO	7753.663482,0.242146,-0.034409,0.064416
8134.665502	ACC	7753.678221,0.993835,0.066620,0.186234
8134.675883	ACC	7753.688492,0.995834,0.051163,0.170120
8134.677443	GYRO	7753.673150,0.299756,-0.002624,0.057840
8134.678265	GYRO	7753.682664,0.340262,0.016592,0.029577
8134.685670	ACC	7753.698339,1.004593,0.026108,0.145981
8134.693895	GYRO	7753.692228,0.355482,0.022984,-0.003683
8134.695434	ACC	7753.708157,1.016312,0.005997,0.124939
8134.697760	GYRO	7753.701742,0.333826,0.032817,-0.027274
8134.706162	ACC	7753.718836,1.012451,-0.013489,0.106674
8134.712847	GYRO	7753.711219,0.287899,0.060052,-0.032581
8134.713687	GYRO	7753.720733,0.243033,0.089449,-0.025927
