8935.177984	LOG_VERSION	2
8935.177984	TAGS	
8935.177984	COMMENT	たにぐち
8935.177984	TERMINAL_ID	91680c3c80ee804adb50d7a2513eefcb51e53cc5
8935.177984	TERMINAL_TYPE	iPod touch;iPhone OS;4.3.3
8151.479921	AUDIO	start
8151.965736	ACC	7722.812310,0.114456,-0.588333,-0.690704
8151.966487	ACC	7722.822477,0.111526,-0.594193,-0.694748
8151.971966	ACC	7722.832446,0.102829,-0.593384,-0.697754
8151.982226	ACC	7722.842447,0.102859,-0.593323,-0.701614
8151.997664	ACC	7722.852552,0.094070,-0.601349,-0.699982
8151.998324	ACC	7722.862662,0.090179,-0.607162,-0.707870
8151.998849	ACC	7722.873075,0.080582,-0.594666,-0.711594
8151.999327	ACC	7722.882719,0.071869,-0.590988,-0.711655
8151.999866	ACC	7722.892840,0.070908,-0.593933,-0.712708
8152.000367	ACC	7722.902785,0.079666,-0.593628,-0.718369
8152.000837	ACC	7722.912936,0.074799,-0.593781,-0.716507
8152.001304	ACC	7722.923007,0.069885,-0.589172,-0.705856
8152.001773	ACC	7722.933019,0.074661,-0.596985,-0.698227
8152.002239	ACC	7722.943138,0.087265,-0.606308,-0.705002
8152.002704	ACC	7722.953400,0.093094,-0.609985,-0.709824
8152.003170	ACC	7722.963279,0.089249,-0.607101,-0.712723
8152.003835	ACC	7722.973367,0.082489,-0.597626,-0.706818
8152.004510	ACC	7722.984317,0.087311,-0.591797,-0.697937
8152.005079	ACC	7722.993527,0.090240,-0.588806,-0.697830
8152.005644	ACC	7723.003769,0.087311,-0.600433,-0.706802
8152.006114	ACC	7723.013651,0.093246,-0.602921,-0.725128
8152.007089	ACC	7723.024096,0.093170,-0.597366,-0.706650
8152.020443	ACC	7723.034599,0.067947,-0.587311,-0.703918
8152.020947	ACC	7723.043900,0.070877,-0.587234,-0.703873
8152.021426	ACC	7723.054135,0.088287,-0.597565,-0.701904
8152.021999	ACC	7723.064031,0.103821,-0.596146,-0.705521
8152.022669	ACC	7723.074069,0.086319,-0.590897,-0.695984
8152.023342	ACC	7723.084568,0.080566,-0.589905,-0.704742
8152.023901	ACC	7723.094233,0.084320,-0.600693,-0.696213
8152.030465	ACC	7723.104477,0.094910,-0.600616,-0.684479
8152.030936	ACC	7723.114267,0.091049,-0.597809,-0.682541
8152.031412	ACC	7723.124364,0.085159,-0.600967,-0.677856
8152.031879	ACC	7723.134883,0.092911,-0.600800,-0.675797
8152.032345	ACC	7723.144722,0.094772,-0.601913,-0.664230
8152.032810	ACC	7723.155489,0.094849,-0.607483,-0.680771
8152.033276	ACC	7723.165632,0.094208,-0.595261,-0.715302
8152.034586	ACC	7723.175873,0.072830,-0.579468,-0.698853
8152.035057	ACC	7723.185555,0.054245,-0.592743,-0.690689
8152.035529	ACC	7723.196115,0.066956,-0.599930,-0.709000
8152.036069	ACC	7723.207668,0.080627,-0.599396,-0.721359
8152.036837	ACC	7723.219608,0.070847,-0.599823,-0.709930
8152.037749	ACC	7723.226906,0.063873,-0.600388,-0.685883
8152.038234	ACC	7723.236980,0.068604,-0.604355,-0.673340
