11345.496557	LOG_VERSION	2
11345.496557	TAGS	
11345.496557	COMMENT	亀津
11345.496557	TERMINAL_ID	1b4fc2792a3efa572df14f3a74f6a0ea3d363255
11345.496557	TERMINAL_TYPE	iPod touch;iPhone OS;4.3.3
10918.230421	AUDIO	start
10918.692954	ACC	9210.959008,-0.100555,-0.425034,-0.951309
10918.693478	ACC	9210.968982,-0.107117,-0.402664,-0.941025
10918.698142	ACC	9210.979081,-0.113297,-0.395279,-0.918213
10918.705191	ACC	9210.989142,-0.115738,-0.397629,-0.898483
10918.705738	ACC	9210.999172,-0.120773,-0.403671,-0.895706
10918.706367	ACC	9211.009206,-0.118576,-0.418716,-0.878174
10918.706943	ACC	9211.019198,-0.125961,-0.410812,-0.887024
10918.707462	ACC	9211.029287,-0.120743,-0.398788,-0.892654
10918.708110	ACC	9211.039276,-0.105804,-0.373962,-0.887970
10918.709220	ACC	9211.049338,-0.112701,-0.373184,-0.882126
10918.709735	ACC	9211.059407,-0.097000,-0.370132,-0.930344
10918.710458	ACC	9211.069457,-0.098450,-0.367859,-0.950104
10918.711125	ACC	9211.079447,-0.098495,-0.368866,-0.949142
10918.711681	ACC	9211.089480,-0.108078,-0.365097,-0.950180
10918.712155	ACC	9211.099695,-0.098755,-0.367111,-0.936234
10918.712625	ACC	9211.109696,-0.102478,-0.356674,-0.975677
10918.713092	ACC	9211.119749,-0.134705,-0.358109,-0.924667
10918.713561	ACC	9211.129894,-0.099274,-0.388855,-0.932724
10918.714028	ACC	9211.139881,-0.132538,-0.377045,-0.909164
10918.714496	ACC	9211.150783,-0.118744,-0.355286,-0.898651
10918.714978	ACC	9211.160793,-0.147430,-0.344299,-0.821609
10918.715461	ACC	9211.171117,-0.150177,-0.328674,-0.815399
10918.715930	ACC	9211.181236,-0.189774,-0.337738,-0.787399
10918.716398	ACC	9211.191270,-0.225494,-0.339935,-0.754257
10918.716868	ACC	9211.201558,-0.207458,-0.330200,-0.729095
10918.717893	ACC	9211.211680,-0.223129,-0.302963,-0.782196
10918.718764	ACC	9211.221984,-0.246475,-0.292053,-0.811951
10918.719565	ACC	9211.232321,-0.267181,-0.313339,-0.858170
10918.720006	ACC	9211.242447,-0.282394,-0.331833,-0.888428
10918.720475	ACC	9211.252666,-0.271576,-0.360397,-0.877991
10918.720941	ACC	9211.262783,-0.259888,-0.371094,-0.932480
10918.721408	ACC	9211.273036,-0.266205,-0.357529,-0.983749
10918.721871	ACC	9211.283249,-0.274612,-0.343872,-0.985550
10918.722335	ACC	9211.293439,-0.303253,-0.345718,-0.964203
10918.722796	ACC	9211.303651,-0.314178,-0.347794,-0.911942
10918.723264	ACC	9211.313522,-0.324097,-0.335220,-0.848465
10918.723729	ACC	9211.324031,-0.338669,-0.332336,-0.802094
10918.724194	ACC	9211.334244,-0.322327,-0.330200,-0.793915
10918.724662	ACC	9211.344437,-0.303833,-0.326904,-0.793610
10918.725129	ACC	9211.354652,-0.276413,-0.313873,-0.836533
10918.727614	ACC	9211.364877,-0.282776,-0.321442,-0.861511
10918.728172	ACC	9211.374916,-0.291229,-0.355392,-0.903870
10918.729001	ACC	9211.385135,-0.253067,-0.374130,-0.978958
10918.729875	ACC	9211.395551,-0.252594,-0.405548,-0.985535
10918.730529	ACC	9211.405541,-0.215866,-0.391373,-0.967941
10918.731096	ACC	9211.415809,-0.194580,-0.385223,-0.959641
10918.731564	ACC	9211.425883,-0.217331,-0.395386,-0.906693
10918.732033	ACC	9211.436200,-0.222168,-0.391312,-0.861145
10918.732499	ACC	9211.446333,-0.203949,-0.353256,-0.818588
10918.732964	ACC	9211.456586,-0.171082,-0.298660,-0.807144
10918.733428	ACC	9211.466776,-0.163162,-0.284790,-0.801819
10918.733895	ACC	9211.476812,-0.175049,-0.314316,-0.817413
10918.734962	ACC	9211.487040,-0.185104,-0.345139,-0.871613
10918.735438	ACC	9211.499201,-0.180634,-0.360168,-0.910461
10918.735903	ACC	9211.509240,-0.160278,-0.361465,-0.869629
10918.736368	ACC	9211.520610,-0.168976,-0.336899,-0.933563
10918.736835	ACC	9211.530378,-0.129440,-0.322067,-0.952545
10918.737300	ACC	9211.542417,-0.150986,-0.302475,-0.969238
10918.737766	ACC	9211.550480,-0.137360,-0.316757,-0.983215
10918.738319	ACC	9211.560532,-0.142685,-0.335632,-0.979706
10918.739378	ACC	9211.570555,-0.133896,-0.326431,-0.931915
10918.739863	ACC	9211.580581,-0.148117,-0.304825,-0.884155
10918.740300	ACC	9211.590844,-0.140213,-0.296814,-0.882904
10918.740771	ACC	9211.600693,-0.141052,-0.292847,-0.884811
10918.780394	ACC	9211.613552,-0.146790,-0.314240,-0.908081
10918.780925	ACC	9211.630862,-0.169220,-0.325714,-0.955109
10918.781810	ACC	9211.640930,-0.163055,-0.283615,-0.932404
10918.808088	ACC	9211.652009,-0.153915,-0.223892,-0.897415
10918.808727	ACC	9211.663028,-0.139969,-0.194260,-0.886749
10918.809923	ACC	9211.671066,-0.166901,-0.187073,-0.932480
10918.829004	ACC	9211.683135,-0.165405,-0.227875,-0.907562
10918.831907	ACC	9211.693039,-0.165176,-0.268921,-0.869797
10918.844485	ACC	9211.705427,-0.160645,-0.273636,-0.817368
10918.863127	ACC	9211.724092,-0.064148,-0.395859,-0.948257
10918.873226	ACC	9211.733375,-0.205688,-0.513153,-1.394852
10918.882480	ACC	9211.743627,-0.042328,-0.372559,-1.374008
10918.896496	ACC	9211.754125,0.064651,-0.312744,-1.122040
10918.906131	ACC	9211.763877,-0.025284,-0.350967,-0.996292
10918.914881	ACC	9211.775829,-0.084518,-0.366119,-0.921204
10918.926051	ACC	9211.786103,-0.067123,-0.369461,-0.879471
10918.941604	ACC	9211.798434,-0.066589,-0.356155,-0.848526
10918.944886	ACC	9211.806034,-0.108368,-0.354065,-0.843079
