7265.453672,0.175888,-0.567978,-0.709717
7265.462054,0.174911,-0.566101,-0.707764
7265.472089,0.184631,-0.559097,-0.702621
7265.482975,0.191467,-0.557892,-0.708313
7265.493002,0.193451,-0.551010,-0.708145
7265.503265,0.184723,-0.552170,-0.709244
7265.513168,0.161362,-0.552872,-0.701874
7265.523375,0.156479,-0.554016,-0.698090
7265.533726,0.169083,-0.559525,-0.699966
7265.543804,0.196320,-0.555832,-0.707230
7265.554106,0.232346,-0.543228,-0.707428
7265.564289,0.255707,-0.534866,-0.706924
7265.574516,0.273117,-0.538376,-0.704819
7265.584578,0.195587,-0.530380,-0.714432
7265.594925,0.235519,-0.520493,-0.723343
7265.605131,0.288803,-0.546280,-0.734726
7265.615323,0.222672,-0.564514,-0.733124
7265.625544,0.099243,-0.555298,-0.706650
7265.635870,0.025116,-0.545486,-0.642761
7265.645928,-0.005280,-0.537292,-0.592758
7265.656140,-0.006805,-0.508545,-0.624069
7265.666349,0.062805,-0.464005,-0.681076
7265.676559,0.210846,-0.433380,-0.721863
7265.686692,0.271469,-0.413651,-0.764084
7265.696804,0.248428,-0.408798,-0.797150
7265.707014,0.212463,-0.421326,-0.802734
7265.717214,0.168289,-0.458054,-0.767426
7265.727337,0.154617,-0.479691,-0.776749
7265.737639,0.154251,-0.445694,-0.830154
7265.747885,0.172775,-0.442169,-0.839462
7265.758148,0.186981,-0.464706,-0.810760
7265.768243,0.171249,-0.476105,-0.791901
7265.778551,0.145874,-0.484756,-0.777954
7265.788628,0.132095,-0.491257,-0.758957
7265.799000,0.137909,-0.496872,-0.763840
7265.809132,0.146698,-0.503296,-0.776413
7265.820184,0.140152,-0.502869,-0.813202
7265.830324,0.137680,-0.474106,-0.847427
7265.840157,0.141708,-0.445847,-0.839981
7265.850198,0.158997,-0.434311,-0.803757
7265.860237,0.200684,-0.426727,-0.786591
7265.870270,0.220062,-0.428192,-0.787323
7265.880328,0.225006,-0.432709,-0.801834
7265.890383,0.228027,-0.443909,-0.828110
7265.900433,0.215454,-0.442184,-0.833084
7265.911253,0.222183,-0.442154,-0.824295
7265.920558,0.249252,-0.433136,-0.799576
7265.930599,0.284210,-0.416901,-0.786179
7265.941368,0.328827,-0.418762,-0.783661
7265.950598,0.322952,-0.426697,-0.783920
7265.961523,0.298691,-0.436874,-0.793167
7265.970790,0.268646,-0.428848,-0.793427
7265.981646,0.272598,-0.422836,-0.797104
7265.991020,0.276489,-0.420792,-0.796997
7266.001650,0.271759,-0.412018,-0.804611
7266.011053,0.243637,-0.406860,-0.804901
7266.021102,0.218506,-0.400497,-0.813812
7266.031240,0.231186,-0.399078,-0.822296
7266.042138,0.236984,-0.395218,-0.812485
7266.052308,0.243622,-0.403992,-0.801941
7266.061643,0.247513,-0.411606,-0.807846
7266.071925,0.249481,-0.420105,-0.821518
7266.081799,0.255219,-0.425964,-0.811890
7266.091867,0.254196,-0.429916,-0.810059
7266.102256,0.275604,-0.422562,-0.810562
7266.112137,0.296005,-0.412430,-0.802353
7266.122591,0.306580,-0.422943,-0.799530
7266.132285,0.294876,-0.432068,-0.796005
7266.142369,0.293808,-0.453369,-0.806122
7266.152595,0.302338,-0.483383,-0.805679
7266.163446,0.270081,-0.514465,-0.801971
7266.172797,0.266159,-0.510773,-0.795166
7266.183680,0.286591,-0.497711,-0.788818
7266.192722,0.334198,-0.473434,-0.770233
7266.202899,0.356750,-0.451233,-0.782013
7266.213735,0.353912,-0.435791,-0.776886
7266.223512,0.327621,-0.440460,-0.768677
7266.233681,0.266388,-0.448837,-0.766800
7266.243239,0.218826,-0.457657,-0.775391
7266.253503,0.208221,-0.459702,-0.787186
7266.263303,0.220779,-0.461426,-0.782211
7266.274682,0.245911,-0.461075,-0.764450
7266.284999,0.269257,-0.451767,-0.761993
7266.296623,0.280884,-0.453430,-0.760910
7266.306528,0.263382,-0.459656,-0.764175
7266.315688,0.261414,-0.467422,-0.769211
7266.325899,0.251831,-0.459702,-0.779800
7266.335615,0.246063,-0.455933,-0.780777
7266.345771,0.241989,-0.460236,-0.760635
7266.355581,0.200089,-0.461670,-0.736115
7266.366605,0.162064,-0.464905,-0.715485
7266.378062,0.128998,-0.469681,-0.710236
7266.388260,0.123016,-0.475891,-0.697891
7266.397437,0.147400,-0.475052,-0.712982
7266.408628,0.174728,-0.476929,-0.734863
7266.417956,0.202057,-0.469238,-0.747864
7266.428004,0.212769,-0.464127,-0.746628
7266.438376,0.196335,-0.459534,-0.754486
7266.448344,0.189713,-0.449707,-0.768875
7266.458561,0.188660,-0.463379,-0.769180
7266.469589,0.153793,-0.464066,-0.780304
7266.479194,0.153717,-0.471893,-0.778549
7266.489134,0.141907,-0.469681,-0.752563
7266.500209,0.127121,-0.475266,-0.729706
7266.509620,0.105835,-0.464127,-0.727844
7266.521333,0.089478,-0.444077,-0.726685
7266.529837,0.118744,-0.444016,-0.745590
7266.540308,0.141968,-0.456085,-0.748428
7266.550159,0.147568,-0.477570,-0.737183
7266.560031,0.162064,-0.491776,-0.742126
7266.570424,0.181564,-0.491104,-0.754395
7266.579880,0.188416,-0.492706,-0.763992
7266.590533,0.191284,-0.484116,-0.748322
7266.600939,0.186401,-0.470825,-0.733597
