1375666482.543832	LOG_VERSION	2
1375666482.543832	TAGS	
1375666482.543832	COMMENT	miyazaki seigo
1375666482.543832	TERMINAL_ID	b2f8064cc6078e0d4802bab60e1b76316538c85c
1375666482.543832	TERMINAL_TYPE	iPod touch;iPhone OS;6.0.1
1375665474.523555	AUDIO	start
1375665475.494332	ACC	221282.537450,-0.157074,-0.591202,-0.762939
1375665475.549763	LOC	1375665474.942373,33.892402,130.840063,30.000000,65.000000,27.959974,desc:<+33.89240150,+130.84006271> +/- 65.00m (speed -1.00 mps / course -1.00) @ 2013/08/05 10時17分54秒 日本標準時
1375665475.552330	ACC	221282.550495,-0.151917,-0.610901,-0.730728
1375665475.552921	ACC	221282.568080,-0.041336,-0.546631,-0.805267
1375665475.558618	LOC	1375665474.971744,33.892402,130.840063,30.000000,65.000000,27.959974,desc:<+33.89240150,+130.84006271> +/- 65.00m (speed -1.00 mps / course -1.00) @ 2013/08/05 10時17分54秒 日本標準時
1375665475.559361	ACC	221282.578764,-0.063492,-0.522385,-0.728683
1375665475.559931	ACC	221282.590496,-0.159973,-0.545776,-0.621140
1375665475.560491	ACC	221282.599806,-0.239090,-0.600693,-0.615814
1375665475.564168	ACC	221282.609075,-0.217758,-0.709625,-0.681686
1375665475.564753	ACC	221282.619561,-0.247009,-0.489166,-0.684174
1375665475.565266	ACC	221282.630381,-0.238190,-0.444931,-0.572708
1375665475.565883	ACC	221282.641262,-0.258469,-0.583939,-0.547150
1375665475.566610	ACC	221282.651504,-0.260406,-0.737991,-0.576538
1375665475.568348	ACC	221282.661229,-0.258423,-0.602264,-0.756348
1375665475.568885	ACC	221282.672158,-0.336273,-0.585602,-0.726593
1375665475.569386	ACC	221282.682026,-0.338226,-0.626465,-0.698654
1375665475.569874	ACC	221282.692801,-0.335846,-0.654144,-0.705811
1375665475.570362	ACC	221282.703496,-0.317169,-0.591202,-0.721527
1375665475.570847	ACC	221282.714550,-0.352036,-0.529617,-0.648575
1375665475.571339	ACC	221282.727883,-0.357666,-0.490189,-0.549057
1375665475.571817	ACC	221282.744964,-0.291565,-0.522079,-0.593826
1375665475.572301	ACC	221282.754911,-0.276947,-0.558548,-0.585312
1375665475.572783	ACC	221282.765711,-0.221649,-0.606552,-0.651016
1375665475.573266	ACC	221282.774916,-0.182861,-0.609879,-0.703598
1375665475.574324	ACC	221282.787518,-0.175995,-0.644699,-0.685303
1375665475.574846	ACC	221282.795489,-0.206131,-0.674683,-0.586914
1375665475.575309	ACC	221282.805871,-0.149521,-0.739777,-0.608688
1375665475.575791	ACC	221282.816014,-0.149994,-0.636169,-0.658432
1375665475.576270	ACC	221282.826558,-0.134216,-0.570587,-0.663361
1375665475.576745	ACC	221282.837036,0.030426,-0.470627,-0.654419
1375665475.577223	ACC	221282.848939,0.070435,-0.366776,-0.418243
1375665475.577697	ACC	221282.858172,0.178787,-0.663162,-0.673782
1375665475.578248	ACC	221282.868260,-0.055801,-0.471573,-0.719162
